,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
14127,76.0,0.695,0.876,3.0,-4.262,0,0.0553,0.000996,6.89e-06,0.106,0.941,89.954,279213.0,4,10
745,29.0,0.768,0.331,1.0,-14.248,0,0.0321,0.653,2.89e-05,0.0943,0.52,114.037,208107.0,3,10
12856,72.0,0.649,0.888,6.0,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,208467.0,4,1
1217,43.0,0.731,0.644,8.0,-11.248,0,0.0416,0.0267,0.824,0.0639,0.24,120.0,322058.0,4,1
756,42.0,0.381,0.593,2.0,-7.376,1,0.0382,0.396,0.00245,0.113,0.477,79.848,194571.0,4,2
4618,39.0,0.618,0.812,4.0,-6.554,0,0.313,0.162,8.65e-05,0.0653,0.186,174.182,145011.0,4,5
14968,45.0,0.314,0.184,,-13.739,1,0.0424,0.989,0.896,0.128,0.159,72.528,212055.0,3,6
8117,43.0,0.336,0.947,5.0,-2.247,0,0.0669,0.000731,0.174,0.917,0.205,150.054,199513.0,4,10
7349,73.0,0.581,0.441,1.0,-6.829,1,0.0268,0.77,2.75e-05,0.111,0.337,82.125,3.973333333,4,4
11363,32.0,0.583,0.503,7.0,-5.419,0,0.0348,0.793,7.42e-06,0.0779,0.763,117.49,203173.0,4,9
12028,34.0,0.428,0.979,1.0,-0.812,0,0.492,0.000958,0.0187,0.526,0.32,149.863,147200.0,4,8
10221,40.0,0.467,0.332,2.0,-10.83,1,0.0278,0.595,,0.145,0.161,105.056,266840.0,4,10
1593,53.0,0.398,0.266,11.0,-14.661,0,0.0396,0.516,0.0165,0.218,0.25,81.045,567973.0,4,10
8900,76.0,0.878,0.64,,-5.641,1,0.0591,0.142,,0.0981,0.658,124.069,200524.0,4,9
14776,64.0,0.628,0.699,5.0,-7.772,1,0.0309,0.0914,1.54e-05,0.0739,0.403,136.03,225848.0,4,9
14912,4.0,0.692,0.0832,,-19.947,1,0.872,0.817,,0.219,0.385,102.742,68413.0,4,5
5710,47.0,0.287,0.816,8.0,-6.125,1,0.0572,0.473,0.927,0.452,0.56,137.458,5.203116667,4,7
10649,68.0,0.453,0.689,7.0,-5.952,1,0.0414,0.0701,1.28e-06,0.149,0.477,145.762,174120.0,4,9
3618,49.0,0.392,0.519,2.0,-7.438,0,0.031,0.526,0.000502,0.283,0.403,174.22,213093.0,3,2
2515,21.0,0.699,0.243,9.0,-17.724,0,0.0285,0.806,0.00117,0.153,0.321,99.946,283200.0,4,10
17648,69.0,0.76,0.605,9.0,-8.119,1,0.0984,0.0886,2.09e-06,0.157,0.371,114.996,186261.0,4,9
10988,26.0,0.791,0.522,4.0,-9.455,0,0.104,0.351,0.0577,0.138,0.152,130.007,243926.0,4,9
16595,40.0,0.164,0.594,,-11.36,1,0.0352,0.00228,0.398,0.136,0.198,82.122,701960.0,4,10
3846,32.0,0.638,0.471,4.0,-8.565,1,0.0651,0.181,3.66e-05,0.0619,0.24,129.973,206769.0,4,6
4766,27.0,0.537,0.356,9.0,-8.6,1,0.0458,0.927,0.0653,0.307,0.312,92.399,206467.0,4,2
15007,19.0,0.704,0.414,7.0,-13.661,1,0.223,0.603,4.03e-05,0.325,0.151,85.05,169412.0,4,5
16036,41.0,0.385,0.637,4.0,-5.176,1,0.0315,0.0455,0.349,0.286,0.246,163.913,234098.0,4,1
7954,66.0,0.686,0.622,2.0,-7.31,1,0.0857,0.532,,0.0511,0.982,163.245,2.403116667,4,4
5591,43.0,0.461,0.872,,-5.858,1,0.0567,0.000315,0.00267,0.136,0.493,111.088,189480.0,3,1
1216,53.0,0.484,0.852,8.0,-6.83,1,0.0451,0.000251,1.05e-06,0.0761,0.806,117.792,174787.0,4,10
14914,49.0,0.389,0.746,,-4.353,1,0.0321,0.000637,0.000322,0.31,0.899,159.876,162267.0,4,6
2859,23.0,0.539,0.951,10.0,-4.138,0,0.0478,0.174,4.36e-05,0.218,0.78,159.731,213560.0,4,5
3031,50.0,0.234,0.947,,-7.293,1,0.117,0.0108,,0.212,0.16,176.279,175973.0,4,10
15681,53.0,0.69,0.889,11.0,-6.689,0,0.166,0.00876,0.00226,0.302,0.761,96.02,216778.0,4,5
12926,53.0,0.553,0.828,9.0,-4.091,1,0.0609,0.11,,0.2,0.902,152.638,201194.0,4,1
12671,66.0,0.462,0.972,7.0,-2.642,0,0.138,0.00285,,0.666,0.449,128.092,213576.0,4,10
10724,29.0,0.452,0.887,9.0,-5.791,1,0.0427,0.000156,5.04e-05,0.187,0.409,142.054,194625.0,4,10
2765,28.0,0.733,0.944,6.0,-5.059,0,0.064,0.0017,0.855,0.097,0.718,104.005,143063.0,4,6
1153,43.0,0.897,0.706,10.0,-3.925,0,0.149,0.0143,6.55e-05,0.157,0.841,91.022,180000.0,4,5
1313,26.0,0.689,0.617,7.0,-10.666,1,0.0314,0.645,0.574,0.0546,0.978,108.811,3.25645,4,3
13588,20.0,0.736,0.564,8.0,-6.871,1,0.055,0.072,,0.227,0.713,117.824,242706.0,4,2
4969,22.0,0.747,0.264,11.0,-14.975,0,0.0287,0.54,,0.0457,0.245,108.248,265000.0,4,10
2296,59.0,0.236,0.971,6.0,-3.98,0,0.0987,0.000759,3.87e-05,0.172,0.403,159.001,239960.0,4,10
15235,35.0,0.516,0.55,6.0,-7.304,1,0.0387,0.315,0.0469,0.261,0.719,178.42,261990.0,4,2
3221,15.0,0.403,0.206,4.0,-17.154,1,0.0522,0.829,0.843,0.136,0.5,90.689,179003.0,4,6
12241,39.0,0.359,0.721,2.0,-5.233,1,0.0362,0.000117,0.615,0.151,0.231,147.438,257173.0,4,6
10766,26.0,0.623,0.852,6.0,-8.573,0,0.0446,0.0241,0.795,0.297,0.341,128.984,316304.0,4,6
5058,62.0,0.63,0.683,5.0,-5.7,1,0.0307,0.15,,0.133,0.486,155.927,2.840216667,4,4
5608,35.0,0.0981,0.882,1.0,-8.394,1,0.0799,0.0001,0.124,0.141,0.162,180.135,296000.0,4,8
6998,1.0,0.562,0.961,4.0,-7.338,1,0.0617,0.00486,0.796,0.149,0.96,125.036,450547.0,4,1
7334,38.0,0.854,0.688,2.0,-7.354,1,0.0404,0.0182,0.578,0.104,0.729,122.987,229693.0,4,6
15741,45.0,0.698,0.609,7.0,-5.658,0,0.208,0.394,0.00292,0.678,0.742,79.028,197327.0,4,9
13219,55.0,0.447,0.979,4.0,-4.129,0,0.118,0.000893,0.00125,0.393,0.17,109.056,267649.0,4,10
11990,60.0,0.86,0.547,,-10.638,1,0.0786,0.231,1.02e-06,0.146,0.467,150.074,129505.0,4,5
7099,62.0,0.581,0.791,6.0,-7.262,1,0.0324,0.00835,6.02e-05,0.142,0.619,123.887,256293.0,3,10
2753,39.0,0.58,0.256,2.0,-17.45,0,0.0482,0.759,3.88e-05,0.0897,0.499,79.122,7.770666667,4,7
10411,33.0,0.803,0.497,4.0,-14.659,0,0.403,0.792,2.52e-05,0.15,0.594,139.912,192857.0,4,5
15270,59.0,0.763,0.456,1.0,-6.769,1,0.0622,0.251,,0.103,0.838,140.112,131877.0,4,9
6632,71.0,0.671,0.256,7.0,-10.743,1,0.0387,0.608,,0.0737,0.694,115.871,233560.0,4,5
12215,26.0,0.618,0.888,2.0,-6.312,1,0.0505,0.592,2.11e-05,0.176,0.614,159.934,185438.0,4,9
10888,55.0,0.485,0.669,10.0,-4.95,1,0.0336,0.0802,7.74e-05,0.422,0.486,134.008,250480.0,4,1
16040,38.0,0.452,0.953,1.0,-7.215,1,0.0485,1.32e-05,0.0182,0.205,0.439,126.445,266627.0,4,8
10932,36.0,0.787,0.416,9.0,-15.913,0,0.164,0.888,0.84,0.312,0.347,150.487,284667.0,3,10
14246,53.0,0.803,0.664,,-6.89,0,0.0382,0.116,,0.0978,0.593,115.022,207228.0,4,9
15463,44.0,0.278,0.479,4.0,-16.422,1,0.0298,0.11,0.837,0.0601,0.108,115.029,496573.0,3,10
8456,55.0,0.801,0.499,8.0,-5.89,1,0.0346,0.239,,0.189,0.674,99.018,199169.0,4,9
15749,28.0,0.26,0.837,9.0,-3.526,1,0.0455,0.00172,0.685,0.0604,0.486,185.972,121560.0,4,6
7406,46.0,0.441,0.831,5.0,-7.611,0,0.0288,0.000928,0.0582,0.123,0.585,179.994,219400.0,4,8
16373,,0.687,0.0292,,-23.057,1,0.209,0.844,,0.145,0.435,134.231,132000.0,3,5
7221,39.0,0.636,0.887,4.0,-4.354,1,0.0475,0.00257,5.18e-05,0.293,0.35,107.984,232520.0,4,1
800,51.0,0.492,0.926,,-5.257,1,0.188,3.74e-05,0.0187,0.475,0.479,149.957,160008.0,4,10
9290,30.0,0.737,0.869,2.0,-3.344,1,0.0386,0.364,,0.2,0.825,125.951,201467.0,4,9
12399,47.0,0.456,0.754,6.0,-3.875,0,0.0298,0.195,0.485,0.292,0.521,109.825,255880.0,4,6
11249,46.0,0.52,0.815,11.0,-4.758,0,0.0488,0.00172,1.92e-06,0.089,0.466,91.972,199387.0,4,1
10977,28.0,0.748,0.538,,-8.728,0,0.0748,0.207,0.000458,0.0869,0.654,119.994,234933.0,4,6
17378,39.0,0.645,0.334,2.0,-6.709,0,0.0288,0.731,1.08e-05,0.113,0.508,91.337,145347.0,4,9
8491,64.0,0.838,0.699,7.0,-7.216,1,0.0521,0.0608,0.87,0.0926,0.386,124.137,246167.0,4,9
27,35.0,0.341,0.47,5.0,-10.144,1,0.037,0.226,0.105,0.518,0.203,144.109,204280.0,4,1
13720,9.0,0.377,0.17,3.0,-13.604,1,0.0323,0.963,0.00146,0.278,0.221,105.186,287795.0,3,6
4300,44.0,0.374,0.946,7.0,-2.672,0,0.0904,0.178,3.88e-05,0.248,0.505,180.149,168200.0,4,6
8186,31.0,0.568,0.558,11.0,-8.342,1,0.22,0.907,,0.217,0.409,156.229,170717.0,4,9
14487,24.0,0.441,0.303,2.0,-11.063,1,0.0341,0.95,,0.0888,0.616,81.02,4.937333333,4,3
7316,66.0,0.661,0.3,9.0,-18.055,1,0.0294,0.688,0.0118,0.0839,0.359,112.327,289067.0,4,10
8902,70.0,0.366,0.651,4.0,-3.842,1,0.031,0.000415,0.00526,0.271,0.257,151.343,3.345116667,3,4
13492,63.0,0.568,0.761,4.0,-3.987,1,0.0459,0.452,,0.217,0.789,163.974,3.962216667,4,4
3474,42.0,0.37,0.963,2.0,-5.773,1,0.1,3.05e-05,0.000815,0.146,0.305,200.317,331907.0,4,8
7882,19.0,0.474,0.892,7.0,-6.242,1,0.0979,0.000143,1.25e-06,0.167,0.145,119.877,240500.0,4,8
8841,28.0,0.242,0.948,5.0,-6.003,1,0.066,4.8e-05,0.000951,0.215,0.601,147.049,235013.0,4,10
13658,17.0,0.698,0.747,5.0,-5.364,1,0.0539,0.624,0.0977,0.281,0.864,125.795,254240.0,4,2
3806,62.0,0.644,0.633,,-8.006,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,3.240883333,4,4
7498,46.0,0.622,0.516,9.0,-6.904,0,0.0317,0.017,0.0266,0.175,0.443,114.06,154665.0,4,6
15529,38.0,0.426,0.932,1.0,-9.138,1,0.0591,0.000138,0.00331,0.059,0.602,170.048,267000.0,4,8
1791,37.0,0.605,0.621,2.0,-7.484,1,0.0323,0.445,3.36e-06,0.104,0.864,105.535,7.617116667,4,3
11272,31.0,0.339,0.725,9.0,-4.506,1,0.0642,0.0121,0.723,0.301,0.689,180.379,204653.0,4,1
6870,58.0,0.2,0.869,9.0,-7.049,0,0.0886,0.00322,0.174,0.134,0.179,86.479,300013.0,4,8
6614,51.0,0.366,0.617,4.0,-9.011,1,0.0317,0.055,0.000226,0.0759,0.127,177.908,240600.0,4,10
9726,76.0,0.822,0.743,10.0,-4.772,0,0.28,0.016,,0.127,0.636,84.459,242001.0,4,9
735,59.0,0.685,0.909,,-3.797,1,0.032,0.0782,1.25e-06,0.369,0.864,115.043,3.259783333,4,4
8559,59.0,0.473,0.898,6.0,-3.537,0,0.0363,7.34e-06,0.56,0.311,0.405,104.031,347941.0,4,10
2754,54.0,0.567,0.494,10.0,-12.093,1,0.0544,0.569,6.63e-05,0.33,0.42,149.839,200853.0,4,9
15010,28.0,0.699,0.816,9.0,-5.613,0,0.0424,0.245,,0.0907,0.565,129.98,234001.0,4,9
1177,63.0,0.616,0.839,2.0,-4.281,1,0.054,0.0601,,0.294,0.722,85.029,174309.0,4,10
5325,18.0,0.753,0.22,8.0,-15.902,1,0.0362,0.994,0.0493,0.121,0.738,88.053,214227.0,4,2
4092,56.0,0.887,0.401,5.0,-8.132,1,0.0646,0.164,1.96e-06,0.0728,0.601,128.047,182833.0,4,5
8764,52.0,0.583,0.592,11.0,-7.021,1,0.0248,0.0216,3.52e-06,0.145,0.623,89.962,187263.0,4,9
2179,67.0,0.706,0.733,6.0,-5.477,0,0.0672,0.255,0.000122,0.103,0.66,141.914,162387.0,4,5
7656,63.0,0.493,0.643,,-5.19,1,0.0299,0.512,2.43e-05,0.209,0.3,144.704,5.360666667,4,4
5351,82.0,0.818,0.705,6.0,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640.0,4,1
10379,41.0,0.797,0.855,1.0,-3.984,1,0.0467,0.515,0.171,0.115,0.884,130.755,183530.0,4,6
2934,19.0,0.401,0.535,9.0,-11.402,0,0.0457,0.0315,0.365,0.622,0.151,98.23,141375.0,4,10
17987,42.0,0.351,0.883,,-6.952,1,0.0562,0.0363,,0.499,0.88,195.666,175400.0,4,1
13491,62.0,0.607,0.294,5.0,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,303973.0,4,6
7922,40.0,0.357,0.94,6.0,-2.74,0,0.158,0.00323,2.28e-05,0.206,0.444,174.978,137143.0,3,1
11728,9.0,0.424,0.766,2.0,-6.197,1,0.0391,5.79e-05,0.00456,0.208,0.566,154.849,197250.0,4,10
2023,52.0,0.777,0.694,10.0,-9.237,0,0.0305,0.101,0.0134,0.0763,0.801,124.022,187880.0,4,6
13594,60.0,0.494,0.735,5.0,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000.0,4,6
12507,41.0,0.623,0.623,11.0,-8.403,0,0.0392,0.848,0.00114,0.0572,0.604,89.031,200240.0,3,2
12226,61.0,0.709,0.62,2.0,-9.382,1,0.034,0.318,,0.0426,0.936,93.723,2.05866667,4,10
13860,39.0,0.549,0.758,8.0,-5.991,1,0.0262,0.0267,0.000376,0.213,0.486,109.975,188347.0,4,1
13136,43.0,0.696,0.696,10.0,-6.257,1,0.285,0.461,,0.231,0.402,150.191,153652.0,4,5
16364,36.0,0.653,0.0442,10.0,-12.269,0,0.0371,0.993,,0.131,0.346,71.434,190027.0,5,2
11985,46.0,0.557,0.433,7.0,-9.104,1,0.0289,0.486,0.0115,0.0972,0.612,124.772,256353.0,4,1
16744,39.0,0.558,0.921,4.0,-4.409,1,0.0639,0.0234,0.00035,0.154,0.357,93.468,211087.0,4,10
16432,54.0,0.331,0.917,5.0,-5.0,1,0.105,8.13e-05,0.00957,0.191,0.347,147.873,226652.0,4,10
15117,74.0,0.621,0.901,2.0,-5.396,1,0.0302,0.17,,0.0875,0.744,113.967,300773.0,4,9
9211,43.0,0.455,0.965,3.0,-4.24,0,0.0826,0.000676,0.00784,0.226,0.155,119.04,246480.0,4,8
17461,49.0,0.55,0.542,,-7.017,1,0.0581,0.501,,0.345,0.641,173.896,253040.0,4,10
9900,23.0,0.381,0.886,2.0,-4.174,1,0.0719,2.58e-05,0.654,0.056,0.429,144.99,157820.0,4,10
2403,35.0,0.469,0.653,10.0,-7.101,0,0.0512,0.00131,1e-05,0.304,0.107,145.084,251293.0,4,10
17559,39.0,0.582,0.0811,2.0,-16.507,0,0.0635,0.974,0.918,0.112,0.112,98.946,4.305916667,4,7
13730,19.0,0.677,0.763,8.0,-8.306,0,0.0395,0.00369,0.187,0.291,0.347,125.986,619787.0,4,1
9142,20.0,0.392,0.762,2.0,-8.896,1,0.0382,0.0123,0.225,0.689,0.309,78.152,509608.0,4,2
10895,1.0,0.547,0.18,,-14.609,1,0.0505,0.977,0.00423,0.131,0.544,130.038,178800.0,4,2
3439,33.0,0.671,0.539,11.0,-12.448,0,0.328,0.000242,,0.181,0.677,114.009,363156.0,4,6
11096,36.0,0.466,0.884,5.0,-6.434,0,0.15,0.573,9.82e-06,0.494,0.637,85.347,7.232216667,4,3
3926,46.0,0.424,0.82,10.0,-6.895,0,0.0538,0.00484,0.000975,0.12,0.153,115.1,300579.0,4,8
11422,47.0,0.437,0.687,6.0,-9.171,1,0.189,0.125,0.000391,0.205,0.371,106.041,334375.0,4,5
7219,61.0,0.507,0.973,6.0,-2.905,1,0.176,2.1e-05,0.0329,0.346,0.706,143.075,231963.0,4,10
2702,31.0,0.377,0.976,6.0,-3.686,0,0.217,0.000107,0.0936,0.142,0.264,116.062,141560.0,4,1
16398,55.0,0.429,0.991,2.0,-4.824,1,0.0874,6.29e-06,0.0141,0.0389,0.607,137.928,164093.0,4,8
16893,34.0,0.24,0.902,8.0,-8.427,1,0.0863,0.00175,0.428,0.0829,0.443,110.692,258626.0,3,8
13774,28.0,0.19,0.136,10.0,-14.818,1,0.0404,0.987,0.712,0.0768,0.0819,71.597,425905.0,4,6
8584,56.0,0.613,0.376,6.0,-8.592,0,0.0377,0.0919,0.324,0.149,0.496,170.2,195627.0,4,1
6986,33.0,0.584,0.913,1.0,-3.83,1,0.041,0.0663,0.0918,0.144,0.613,100.019,263889.0,4,8
9953,95.0,0.849,0.701,6.0,-4.407,0,0.06,0.407,,0.112,0.505,98.005,261667.0,4,9
12675,39.0,0.644,0.418,4.0,-14.548,0,0.0586,0.8,0.897,0.105,0.797,158.08,3.91845,1,7
6053,65.0,0.559,0.66,7.0,-4.143,1,0.0512,0.222,,0.193,0.574,163.957,2.631783333,4,4
14686,43.0,0.488,0.811,5.0,-8.948,1,0.0551,0.00159,0.000576,0.208,0.316,92.493,264733.0,4,1
17911,76.0,0.674,0.789,8.0,-6.903,1,0.0676,0.00178,0.0071,0.0754,0.918,129.804,121160.0,4,6
15114,52.0,0.473,0.749,1.0,-5.047,0,0.0277,0.000466,5.5e-06,0.0883,0.172,150.021,216627.0,4,10
16616,58.0,0.282,0.932,9.0,-4.701,1,0.0387,0.12,0.0335,0.0692,0.536,190.08,255893.0,4,6
7667,60.0,0.442,0.892,9.0,-6.431,0,0.086,0.00267,7.92e-06,0.0758,0.237,151.914,239451.0,4,10
10180,63.0,0.418,0.835,,-4.824,0,0.0449,2.33e-06,0.766,0.289,0.549,104.986,294867.0,4,8
14581,71.0,0.664,0.908,4.0,-4.806,1,0.0317,0.00182,,0.109,0.889,118.031,216454.0,4,9
5843,38.0,0.398,0.864,10.0,-8.199,1,0.0492,0.523,,0.0985,0.782,148.47,135747.0,4,2
7577,49.0,0.599,0.444,5.0,-8.648,0,0.044,0.82,0.000474,0.122,0.508,142.81,369387.0,4,2
12558,72.0,0.28,0.908,2.0,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,4,8
13875,71.0,0.433,0.854,9.0,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840.0,4,1
17980,9.0,0.787,0.345,11.0,-10.048,0,0.0315,0.574,0.87,0.0936,0.602,106.687,163040.0,4,2
2972,46.0,0.504,0.888,8.0,-5.948,1,0.0661,0.0588,0.000101,0.256,0.303,116.44,281053.0,4,10
13912,78.0,0.801,0.795,1.0,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253.0,4,9
16629,87.0,0.764,0.32,11.0,-7.209,1,0.0546,0.837,,0.0822,0.575,91.019,189486.0,4,9
6432,85.0,0.647,0.608,9.0,-6.831,1,0.42,0.13,,0.0584,0.474,125.994,175238.0,4,9
5892,75.0,0.635,0.686,9.0,-15.648,1,0.053,0.209,0.0176,0.282,0.464,125.988,274747.0,4,10
12477,23.0,0.381,0.886,2.0,-4.174,1,0.0719,2.58e-05,0.654,0.056,0.429,144.99,157820.0,4,6
7347,30.0,0.46,0.852,4.0,-5.11,1,0.0846,0.206,0.0692,0.485,0.642,150.116,132957.0,4,6
3126,37.0,0.22,0.848,10.0,-3.686,1,0.0501,0.0429,0.000175,0.142,0.389,121.948,253613.0,4,8
2926,57.0,0.483,0.858,9.0,-2.94,0,0.0346,0.0559,0.00107,0.514,0.712,188.055,357419.0,4,10
6371,43.0,0.866,0.48,5.0,-11.812,0,0.155,0.206,0.000163,0.0993,0.566,144.905,236280.0,4,1
7777,42.0,0.284,0.0791,8.0,-23.738,1,0.0315,0.967,0.904,0.143,0.036,79.932,371625.0,4,1
10676,52.0,0.322,0.205,,-16.208,1,0.032,0.128,7.96e-05,0.0776,0.432,121.824,216333.0,3,10
9669,4.0,0.429,0.65,5.0,-9.713,0,0.0723,0.946,0.0123,0.568,0.902,175.488,3.547783333,4,3
8675,74.0,0.783,0.878,1.0,-3.864,0,0.0308,0.39,0.000778,0.0426,0.885,100.626,265173.0,4,10
1799,55.0,0.729,0.672,2.0,-4.815,1,0.0351,0.00353,7.06e-05,0.275,0.663,115.023,204633.0,4,6
13488,66.0,0.495,0.653,7.0,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272947.0,4,10
9448,40.0,0.701,0.323,5.0,-10.418,1,0.0326,0.923,0.471,0.0927,0.403,124.022,342401.0,3,1
13973,39.0,0.417,0.671,7.0,-9.714,1,0.0348,0.0407,0.87,0.282,0.338,78.953,896227.0,4,10
6218,21.0,0.673,0.657,10.0,-5.859,0,0.0332,0.0314,8.16e-05,0.35,0.949,78.977,185760.0,4,6
12907,43.0,0.856,0.743,4.0,-4.71,0,0.054,0.085,,0.0739,0.833,120.006,3.704883333,4,9
12868,31.0,0.67,0.357,10.0,-10.512,1,0.0657,0.861,6.14e-05,0.0828,0.834,149.257,156653.0,4,2
14000,48.0,0.823,0.569,7.0,-9.301,0,0.0498,0.0571,0.00242,0.0938,0.831,111.974,258316.0,4,1
8062,62.0,0.458,0.99,8.0,-3.717,1,0.183,0.000285,0.000893,0.454,0.46,166.904,211430.0,4,8
6641,17.0,0.635,0.567,11.0,-6.131,1,0.0353,0.00814,,0.081,0.865,165.184,167017.0,4,10
4213,12.0,0.462,0.855,2.0,-7.227,1,0.0344,0.315,0.504,0.334,0.762,145.659,243947.0,4,10
13604,29.0,0.82,0.645,9.0,-7.233,0,0.18,0.145,0.0377,0.316,0.667,97.039,155138.0,4,5
17947,21.0,0.378,0.764,11.0,-10.469,1,0.0857,0.0211,0.226,0.355,0.354,149.385,250867.0,4,1
12957,38.0,0.274,0.947,5.0,-5.729,1,0.104,0.000291,0.000445,0.192,0.191,79.917,111373.0,4,6
5484,27.0,0.31,0.687,5.0,-14.263,0,0.0968,0.0883,0.873,0.0957,0.042,203.117,292794.0,3,6
508,33.0,0.442,0.576,6.0,-5.611,0,0.0321,0.362,9.77e-06,0.308,0.643,202.081,218500.0,4,10
13848,52.0,0.585,0.969,6.0,-5.58,1,0.0587,0.00131,0.844,0.286,0.138,131.987,309107.0,4,8
13814,36.0,0.723,0.598,11.0,-8.146,0,0.215,0.489,,0.168,0.641,139.929,180271.0,4,5
9502,64.0,0.499,0.825,6.0,-5.146,1,0.177,0.13,,0.306,0.753,185.069,3.688883333,4,4
4455,68.0,0.579,0.77,4.0,-9.163,0,0.0586,0.12,0.0553,0.172,0.275,125.011,216832.0,4,6
3877,37.0,0.72,0.555,6.0,-7.385,1,0.157,0.0183,0.852,0.0794,0.662,121.993,230656.0,4,6
5899,32.0,0.576,0.892,11.0,-8.229,0,0.0416,0.00152,0.419,0.0866,0.86,119.505,231613.0,4,6
10400,27.0,0.735,0.56,4.0,-7.03,0,0.145,0.0688,6.94e-06,0.0629,0.587,174.97,276427.0,4,6
6206,34.0,0.488,0.78,9.0,-4.971,1,0.0412,0.0162,0.00994,0.0968,0.355,87.937,207614.0,4,10
13493,7.0,0.536,0.638,9.0,-4.81,1,0.0323,0.72,,0.353,0.405,110.405,2.648883333,4,3
4672,61.0,0.624,0.857,10.0,-6.25,0,0.0542,0.0208,0.206,0.11,0.324,131.926,282920.0,4,8
4175,78.0,0.307,0.433,1.0,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,266960.0,4,8
784,32.0,0.747,0.162,2.0,-16.498,1,0.031,0.964,0.000291,0.132,0.716,93.09,219141.0,1,2
8726,24.0,0.592,0.974,10.0,-1.917,0,0.0796,0.0145,0.674,0.354,0.372,127.996,495293.0,4,9
296,75.0,0.682,0.471,,-9.182,1,0.0301,0.765,,0.0908,0.421,79.907,163133.0,4,9
7702,52.0,0.582,0.365,9.0,-11.04,1,0.0388,0.648,1.03e-06,0.147,0.312,93.856,157973.0,4,10
10322,39.0,0.806,0.304,9.0,-9.588,1,0.0438,0.954,0.906,0.104,0.635,120.042,2.738366667,3,7
3795,60.0,0.741,0.562,4.0,-5.474,0,0.165,0.172,,0.0751,0.292,180.068,240926.0,4,5
8034,12.0,0.699,0.662,8.0,-6.464,1,0.0364,0.00954,0.814,0.107,0.224,101.997,2.2353,4,0
1090,57.0,0.78,0.648,1.0,-4.952,0,0.332,0.262,,0.0841,0.881,159.984,148500.0,4,5
14979,2.0,0.386,0.116,1.0,-12.845,1,0.041,0.967,9.62e-05,0.071,0.105,118.17,3.066216667,4,9
10820,44.0,0.738,0.632,7.0,-8.107,0,0.0862,0.242,,0.072,0.697,118.003,223792.0,4,6
2541,,0.635,0.705,5.0,-6.64,1,0.0369,0.194,0.000136,0.193,0.75,100.307,174107.0,4,2
16308,43.0,0.51,0.894,5.0,-4.264,1,0.0544,0.00691,5.16e-05,0.0921,0.553,174.033,204613.0,4,10
16408,41.0,0.549,0.711,11.0,-5.025,1,0.187,0.0563,,0.0607,0.32,187.932,3.298216667,4,9
8601,32.0,0.207,0.961,7.0,-5.017,1,0.0801,9.94e-05,0.031,0.331,0.343,175.217,175253.0,4,10
14917,71.0,0.731,0.626,11.0,-6.919,1,0.0805,0.125,,0.183,0.862,82.488,173640.0,4,6
721,38.0,0.603,0.499,11.0,-7.448,0,0.035,0.523,,0.091,0.331,144.005,188241.0,4,9
9879,36.0,0.779,0.667,9.0,-11.031,0,0.0555,0.614,0.117,0.0905,0.9,159.943,288293.0,3,2
2870,60.0,0.565,0.877,5.0,-4.561,0,0.0614,0.00813,0.00251,0.26,0.389,118.484,285920.0,4,6
9925,54.0,0.331,0.917,5.0,-5.0,1,0.105,8.13e-05,0.00957,0.191,0.347,147.873,226652.0,4,8
10738,60.0,0.527,0.871,4.0,-8.708,1,0.0354,0.0229,0.155,0.419,0.107,120.722,188560.0,4,6
11407,59.0,0.677,0.826,9.0,-6.8,1,0.368,0.395,,0.571,0.498,124.821,183880.0,4,6
2265,39.0,0.786,0.57,6.0,-7.193,0,0.0329,0.241,,0.123,0.903,111.992,155427.0,4,9
10192,49.0,0.42,0.243,11.0,-12.448,1,0.045,0.891,,0.0981,0.268,167.278,213281.0,3,9
841,55.0,0.625,0.358,5.0,-8.545,0,0.0279,0.309,0.0171,0.11,0.238,84.609,222929.0,4,6
11825,50.0,0.458,0.275,10.0,-11.498,1,0.0261,0.944,0.0194,0.271,0.449,88.718,3.122883333,4,4
821,11.0,0.599,0.617,8.0,-9.81,1,0.0425,0.0209,5e-06,0.146,0.279,135.002,239107.0,4,6
3020,45.0,0.37,0.928,10.0,-4.859,0,0.115,0.000941,0.346,0.145,0.0965,149.714,255713.0,4,8
14077,65.0,0.928,0.437,1.0,-7.081,0,0.127,0.144,0.000357,0.147,0.496,100.056,212613.0,4,5
772,49.0,0.457,0.884,9.0,-9.954,1,0.0675,0.02,4.17e-05,0.09,0.682,151.747,207427.0,4,6
